From,Subject,Body,IsPhishing
"[('Email Administrator', 'noreply@aospine.org')]",Account update,"{'administrator': 1, 'auto': 1, 'blocked': 2, 'data': 1, 'dear': 1, 'delivered': 1, 'email': 5, 'follow': 1, 'generated': 1, 'instruction': 1, 'link': 1, 'loose': 1, 'mail': 1, 'message': 1, 'permanently': 1, 'regards': 1, 'replies': 1, 'reported': 1, 'routine': 1, 'safety': 1, 'seconds': 1, 'security': 1, 'sent': 1, 'server': 1, 'taken': 1, 'takes': 1, 'test': 2, 'update': 1, 'upgrade': 3, 'user': 1, 'validation': 1}",1
"[('monkey.org', 'jose@alignad-cn.com')]",Account Verification Required for jose@monkey.org,"{'24': 1, 'account': 1, 'accounts': 2, 'active': 1, 'alert': 1, 'closed': 1, 'confirm': 2, 'deactivated': 1, 'deactivating': 1, 'dear': 1, 'email': 2, 'hours': 1, 'inactive': 2, 'jose': 2, 'mailbox': 1, 'monkey': 2, 'note': 1, 'org': 2, 'security': 1, 'settings': 1, 'updating': 1, 'verification': 1, 'verifying': 1}",1
"[('Supportmonkey.org', 'noreply@ariannteemail.cam')]",Validation Error For:  jose@monkey.org Webmail  (Mailbox) Re-validation Required,"{'11': 2, '12': 1, '2021': 2, '26': 2, '31': 2, '35': 2, 'account': 2, 'active': 1, 'address': 1, 'administrator': 1, 'automatically': 1, 'change': 1, 'closing': 1, 'confirm': 2, 'deactivated': 1, 'dear': 1, 'deleted': 1, 'email': 1, 'frequency': 1, 'hours': 1, 'jose': 2, 'mailbox': 1, 'monkey': 1, 'non': 1, 'notifications': 1, 'old': 1, 'org': 1, 'portal': 1, 'server': 1, 'support': 1, 'users': 1, 'versions': 1}",1
"[('monkey.org', 'jose@alignad-cn.com')]",Account Verification Required for jose@monkey.org,"{'24': 1, 'account': 1, 'accounts': 2, 'active': 1, 'alert': 1, 'closed': 1, 'confirm': 2, 'deactivated': 1, 'deactivating': 1, 'dear': 1, 'email': 2, 'hours': 1, 'inactive': 2, 'jose': 2, 'mailbox': 1, 'monkey': 2, 'note': 1, 'org': 2, 'security': 1, 'settings': 1, 'updating': 1, 'verification': 1, 'verifying': 1}",1
"[('monkey.org Mail Support', 'update@pilnidia.in')]",Inactive users jose@monkey.org,"{'2021': 1, 'account': 1, 'click': 1, 'confirm': 2, 'continue': 1, 'deactivated': 1, 'domain': 1, 'email': 1, 'id': 1, 'identity': 1, 'inactive': 1, 'jose': 1, 'monkey': 3, 'org': 3, 'portal': 1, 'reserved': 1, 'rights': 1, 'settings': 1, 'support': 1, 'team': 1, 'update': 1, 'user': 1, 'users': 1, 'using': 1}",1
"[('Mail Service Team', 'trevor.z.african.region@gmail.com')]",Confirmation,"{'africa': 2, 'aol': 2, 'attached': 2, 'availability': 2, 'best': 2, 'com': 2, 'confirm': 2, 'contact': 2, 'day': 1, 'daythis': 1, 'estate': 2, 'good': 2, 'got': 2, 'intention': 2, 'invest': 2, 'mail': 2, 'mail_boundary': 1, 'money': 2, 'phone': 2, 'real': 2, 'relocate': 2, 'thank': 2, 'time': 2, 'transfer': 2, 'trevor': 1, 'tzylen': 2, 'youtrevor': 1, 'zylen': 2}",1
"[('Delivery Status', 'info@amazndelivery-hub55.co')]",Dispatch status for your package #LKG03-35352272,"{'00': 2, '10': 2, '12321': 2, '1545': 4, '35352272': 2, '6099': 4, '655': 4, '79764': 2, '800': 4, '90': 4, 'accept': 2, 'account': 2, 'address': 2, 'amazon': 2, 'based': 2, 'cases': 2, 'certain': 2, 'check': 2, 'confirmation': 2, 'date': 4, 'delivery': 8, 'details': 2, 'dispatch': 2, 'doris': 2, 'dr': 2, 'email': 4, 'estimated': 4, 'handling': 4, 'haven': 2, 'hello': 2, 'helpdesk': 2, 'hope': 2, 'id': 2, 'image': 1, 'immediately': 2, 'incoming': 2, 'item': 4, 'jose': 2, 'june': 2, 'justin': 2, 'lkg03': 2, 'macbook': 2, 'mail_boundary': 1, 'message': 2, 'monkey': 2, 'notification': 2, 'odessa': 2, 'order': 10, 'ordering': 2, 'org': 2, 'package': 2, 'placed': 4, 'priority': 2, 'pro': 2, 'processing': 2, 'reach': 2, 'recent': 2, 'reply': 2, 'rs': 2, 'sent': 4, 'services': 2, 'shipment': 2, 'shipped': 2, 'shipping': 2, 'soon': 2, 'subtotal': 2, 'successfully': 2, 'summary': 2, 'support': 2, 'thank': 2, 'thursday': 2, 'time': 4, 'total': 2, 'tx': 2, 'usa': 2, 'vary': 2, 'warehouse': 2}",1
"[('E-Notify', 'lnfo@treck.cl')]",You have Seven (7) Messages Pending Delivery 0n Your mailbox due to low storage.,"{'00': 1, '01': 3, '06': 3, '11': 1, '1st': 1, '2021': 5, '600': 1, '98052': 1, 'account': 2, 'admin': 2, 'bank': 1, 'changed': 1, 'created': 1, 'date': 1, 'dear': 1, 'deliver': 1, 'details': 2, 'emails': 1, 'exceeded': 1, 'form': 1, 'fw': 3, 'inbox': 1, 'jose': 6, 'june': 1, 'limit': 1, 'messages': 1, 'monkey': 5, 'noitify': 1, 'notification': 1, 'org': 5, 'overdue': 1, 'payment': 1, 'pending': 4, 'previewed': 1, 'quota': 2, 'receiving': 1, 'recipient': 1, 'redmond': 1, 'release': 1, 'secured': 1, 'service': 1, 'seven': 1, 'sincerelye': 1, 'space': 2, 'storage': 1, 'subject': 1, 'supplier': 1, 'time': 1, 'upgrade': 2, 'usd': 1, 'vendor': 1, 'wa': 1, 'web': 2}",1
"[('monkey.org Email Quarantine', 'quarantine@vlaj.hu')]",Notifcation: You have (9) new undelivered messages,"{'07': 2, '08': 1, '10': 1, '103': 1, '11': 2, '14': 1, '15': 1, '17': 1, '17june': 1, '18': 3, '2021': 8, '21': 2, '23': 2, '24hrs': 1, '25': 1, '25392': 1, '30': 1, '34': 1, '3892sd': 1, '42': 1, 'advice': 1, 'approved': 1, 'automatically': 1, 'batch': 1, 'choose': 1, 'copyright': 1, 'date': 3, 'deleted': 1, 'deliver': 1, 'delivery': 1, 'distribution': 1, 'email': 1, 'emails': 1, 'finance': 1, 'fw': 1, 'fwd': 1, 'happens': 1, 'inbox': 1, 'jose': 1, 'june': 5, 'mail': 1, 'mails': 1, 'messages': 2, 'monkey': 2, 'mt': 1, 'new': 3, 'oms21': 1, 'org': 2, 'payments': 1, 'payroll': 1, 'pending': 1, 'po': 1, 'portal': 1, 'prevented': 1, 'quarantine': 2, 'quarter': 1, 'review': 1, 'service': 1, 'shipment': 1, 'statements': 1, 'subject': 3, 'swift': 1, 'symantec': 1, 'time': 3, 'transaction': 1, 'utc': 3, 'withdrawals': 1}",1
"[('Email Administrator', 'admin@domain.com')]",Email Account Closure,"{'2021': 1, '5gb': 1, '98': 1, 'account': 2, 'administrator': 1, 'avoid': 1, 'closure': 1, 'email': 2, 'exceeded': 1, 'incoming': 2, 'jose': 3, 'limit': 1, 'loss': 1, 'mailbox': 2, 'message': 1, 'messages': 1, 'monkey': 4, 'org': 4, 'quota': 4, 'received': 1, 'receiving': 1, 'sending': 1, 'services': 1, 'update': 3, 'webmaster': 1}",1
"[('DocuSign', 'noreply@xpressparcel.in')]",Completed: Please DocuSign Statement.pdf (jose@monkey.org),"{'55a4d6a5852h738ie893037jbde595f2': 2, 'access': 4, 'alternate': 2, 'answer': 2, 'app': 2, 'binding': 2, 'center': 2, 'click': 2, 'code': 4, 'com': 2, 'confirm': 2, 'contact': 2, 'contains': 2, 'details': 2, 'digital': 2, 'directly': 2, 'document': 16, 'documents': 6, 'docusign': 11, 'docusignsign': 1, 'electronic': 2, 'electronically': 2, 'emailing': 2, 'enter': 2, 'globe': 2, 'having': 2, 'help': 2, 'home': 2, 'ink': 4, 'jose': 4, 'just': 2, 'legally': 2, 'mail': 7, 'mail_boundary': 1, 'mailthis': 1, 'management': 2, 'message': 2, 'method': 1, 'methodvisit': 1, 'minutes': 2, 'modify': 2, 'monkey': 4, 'need': 2, 'office': 2, 'org': 3, 'orgplease': 1, 'page': 2, 'pending': 4, 'professional': 2, 'provides': 2, 'questions': 4, 'reach': 2, 'receive': 2, 'received': 2, 'released': 2, 'request': 2, 'review': 6, 'safe': 2, 'secure': 2, 'sender': 6, 'sent': 2, 'service': 2, 'share': 4, 'sign': 5, 'signature': 2, 'signing': 6, 'support': 2, 'transaction': 2, 'trouble': 2, 'trusted': 2, 'view': 2, 'visit': 1}",1
"[('CA Post', 'sh-845813052@eu.hosting-webspace.io')]",Informed Delivery : we need to pay cost,"{'02': 1, '39': 1, '600': 1, '7h0': 1, 'android': 1, 'cad': 1, 'canada': 1, 'catharines': 1, 'click': 1, 'confirm': 1, 'datenschutzrichtlinie': 1, 'days': 1, 'dear': 1, 'delivery': 2, 'informed': 1, 'ipad': 1, 'iphone': 1, 'jose': 1, 'kontakt': 1, 'l2n': 1, 'link': 2, 'note': 1, 'nutzungsbedingungen': 1, 'ontario': 1, 'package': 1, 'pay': 1, 'payment': 1, 'postcanada': 1, 'ready': 1, 'sonstiges': 1, 'st': 2, 'verification': 1}",1
"[('', 'jose@monkey.org')]",Security Upgrade required for your mailbox jose@monkey.org,"{'2021': 1, 'account': 1, 'admin': 1, 'administrator': 1, 'better': 1, 'dear': 1, 'hold': 1, 'immediately': 1, 'incoming': 1, 'jose': 1, 'mailbox': 2, 'messages': 1, 'monkey': 1, 'need': 1, 'new': 2, 'note': 1, 'notified': 1, 'optimized': 1, 'order': 1, 'org': 1, 'placed': 1, 'recent': 1, 'reserved': 1, 'rights': 1, 'service': 1, 'switch': 1, 'update': 1, 'usage': 1, 'validate': 3, 'version': 2, 'webmail': 1}",1
"[('Standard Bank', 'statement@standardbank.co.za')]",Standard Bank Account eStatement 2021-06-25,"{'000738': 2, '06': 2, '0861': 2, '0861201311': 1, '0861201311our': 1, '1962': 2, '201': 2, '30': 2, '311': 2, '4pm': 2, '8am': 3, '9pm': 2, 'accepts': 2, 'access': 2, 'account': 2, 'acrobat': 2, 'addressee': 4, 'adobe': 4, 'advise': 2, 'africa': 2, 'arising': 2, 'asking': 2, 'attached': 2, 'attaching': 2, 'attachments': 4, 'authorised': 2, 'bank': 16, 'block': 2, 'change': 2, 'claiming': 2, 'clearly': 4, 'com': 2, 'communication': 2, 'confidential': 4, 'confidentiality': 2, 'contact': 2, 'context': 2, 'copyright': 2, 'cp15': 2, 'credit': 2, 'customer': 2, 'damages': 2, 'days': 2, 'dear': 2, 'delete': 2, 'disclaimer': 2, 'disclose': 2, 'displayed': 2, 'does': 2, 'doubts': 2, 'download': 2, 'effect': 2, 'electronic': 2, 'email': 18, 'emails': 2, 'errors': 2, 'estatement': 10, 'expressed': 2, 'features': 2, 'financial': 4, 'following': 2, 'forward': 2, 'free': 4, 'friday': 1, 'fridayand': 1, 'from8am': 1, 'group': 14, 'hereto': 2, 'holidays': 2, 'howsoever': 2, 'immediately': 4, 'incorrect': 2, 'incurred': 2, 'indicates': 2, 'information': 10, 'instruction': 2, 'integrity': 2, 'intended': 2, 'interception': 2, 'interference': 2, 'june': 2, 'kindly': 2, 'know': 2, 'legitimacy': 2, 'liability': 2, 'limited': 6, 'lines': 2, 'loss': 2, 'mail': 2, 'mail_boundary': 1, 'manner': 2, 'mistake': 2, 'monday': 2, 'ncr': 2, 'need': 2, 'note': 4, 'notify': 2, 'open': 4, 'opinions': 2, 'phishing': 2, 'private': 2, 'prompted': 2, 'property': 2, 'provider': 4, 'public': 2, 'queries': 2, 'receipt': 2, 'receive': 6, 'reg': 2, 'regards': 2, 'registered': 2, 'reserved': 2, 'resulting': 2, 'rights': 4, 'safe': 2, 'security': 2, 'send': 2, 'sender': 4, 'services': 2, 'software': 2, 'south': 2, 'standard': 16, 'standardbank': 4, 'stated': 2, 'statement': 4, 'subsidiaries': 2, 'suffered': 2, 'sure': 2, 'thirty': 2, 'unless': 4, 'update': 2, 'use': 4, 'verification': 2, 'views': 2, 'viruses': 2, 'warrant': 2, 'weekends': 2, 'whatsoever': 6, 'wish': 2, 'writing': 2, 'www': 2, 'za': 3, 'zafor': 1}",1
"[(""''monkey.org server''"", 'info@gaugesbourdon.fr')]",(9) messages are pending for jose@monkey.org,"{'02': 1, '2021': 2, '24hours': 1, '30': 1, '55': 1, 'access': 1, 'account': 2, 'activate': 2, 'activation': 1, 'blocked': 1, 'dear': 1, 'domain': 1, 'expires': 1, 'hold': 1, 'incoming': 2, 'jose': 2, 'kindly': 1, 'messages': 2, 'monkey': 3, 'org': 3, 'placed': 1, 'registry': 2, 'reserved': 1, 'rights': 1, 'team': 1}",1
"[('monkey.org', 'no-reply@emailsecurity.com')]",jose@monkey.org Update Server,"{'account': 1, 'activated': 1, 'avoid': 1, 'closing': 1, 'dear': 1, 'jose': 2, 'mail': 1, 'mailbox': 1, 'monkey': 2, 'old': 1, 'org': 2, 'organized': 1, 'sign': 1, 'support': 1, 'tap': 1, 'thank': 1, 'upgrade': 2, 'version': 1, 'webmail': 1, 'youcinar': 1}",1
"[('', 'jose@monkey.org')]",jose@monkey.org  Security Upgrade required for your mailbox,"{'2021': 1, 'account': 1, 'admin': 1, 'administrator': 1, 'better': 1, 'dear': 1, 'hold': 1, 'immediately': 1, 'incoming': 1, 'jose': 1, 'mailbox': 2, 'messages': 1, 'monkey': 1, 'need': 1, 'new': 2, 'note': 1, 'notified': 1, 'optimized': 1, 'order': 1, 'org': 1, 'placed': 1, 'recent': 1, 'reserved': 1, 'rights': 1, 'service': 1, 'switch': 1, 'update': 1, 'usage': 1, 'validate': 3, 'version': 2, 'webmail': 1}",1
"[('TSB Online Banking Team', 'info@tsb.co.uk')]",Account Update Notice,"{'acc': 1, 'account': 1, 'banking': 2, 'belowwww': 1, 'complete': 1, 'customer': 1, 'customers': 1, 'dear': 1, 'kindly': 1, 'link': 1, 'online': 2, 'process': 2, 'recently': 1, 'safety': 1, 'security': 1, 'team': 1, 'tsb': 2, 'uk': 1, 'update': 2, 'updated': 1, 'webpage': 1}",1
"[('Webmail Team', 'msdav@wk.net')]",Check Your Mail,"{'account': 4, 'acct': 2, 'apologize': 2, 'emails': 2, 'emailwe': 2, 'emäil': 2, 'hold': 2, 'häs': 2, 'incoming': 2, 'inconvenience': 2, 'log': 2, 'mail_boundary': 1, 'mailsclick': 2, 'retrieve': 4, 'team': 2, 'validate': 2, 'yöur': 2}",1
"[('Netflix Support', 'support@crypto-haven.net')]",Important Update About Your Netflix Subscription.,"{'72': 2, 'able': 2, 'aboutimportant': 2, 'account': 6, 'accountif': 2, 'announcement': 2, 'cancellation': 2, 'center': 2, 'changes': 2, 'charging': 2, 'complete': 2, 'contact': 2, 'couple': 2, 'customer': 2, 'email': 6, 'foryour': 2, 'help': 4, 'hourswe': 2, 'information': 2, 'limit': 2, 'mail_boundary': 1, 'mandatory': 2, 'membership': 2, 'need': 2, 'netflix': 6, 'ofdays': 2, 'options': 2, 'payment': 2, 'product': 2, 'received': 2, 'reply': 2, 'service': 2, 'subscriptiondear': 2, 'support': 2, 'try': 2, 'update': 4, 'view': 2, 'visit': 2, 'yournetflix': 2}",1
"[('IT Support', 'Administrator@monkey.org')]",jose@monkey.org You have Six{6} pending mails,"{'10': 1, '2021': 1, '____________________________________________________________________': 1, 'action': 1, 'admin': 1, 'appear': 1, 'assurance': 1, 'attachments': 1, 'best': 1, 'capacity': 1, 'clean': 1, 'cloud': 2, 'clustered': 1, 'communications': 1, 'compliance': 1, 'connection': 1, 'content': 1, 'days': 1, 'email': 1, 'emails': 1, 'following': 1, 'inbox': 2, 'including': 1, 'incoming': 1, 'increase': 1, 'instruction': 1, 'jose': 1, 'legal': 1, 'logon': 1, 'low': 1, 'mail': 2, 'mailbox': 2, 'mails': 3, 'message': 1, 'messages': 2, 'monitors': 1, 'monkey': 3, 'names': 1, 'notification': 1, 'older': 1, 'org': 3, 'outgoing': 1, 'owners': 1, 'pending': 3, 'proper': 1, 'property': 1, 'purposes': 2, 'quality': 1, 'regards': 1, 'release': 1, 'remain': 1, 'removed': 1, 'reserved': 1, 'respective': 1, 'rights': 1, 'security': 1, 'sent': 1, 'service': 1, 'services': 1, 'sourceyou': 1, 'storage': 2, 'taken': 1, 'till': 1, 'training': 1, 'trusted': 1, 'webmail': 2}",1
"[('Monkey.org--IT-', 'lms@littlelaureates.com')]",Login Notice,"{'2021': 3, '2021you': 1, '21': 2, 'ac': 1, 'access': 2, 'chudy': 1, 'connected': 2, 'dear': 1, 'denied': 2, 'dscollege': 1, 'email': 4, 'https': 1, 'jose': 5, 'login': 1, 'mail': 2, 'mail_boundary': 1, 'mailbox': 2, 'monday': 1, 'monkey': 7, 'notice': 1, 'notification': 2, 'org': 7, 'password': 4, 'prevent': 2, 'required': 2, 'reserved': 2, 'rights': 2, 'server': 4, 'shutdown': 2, 'use': 2, 'userid': 1, 'verification': 1, 'verificationdear': 1}",1
"[('RoyalMail', 'admin@soft.featurelanguages.com')]","We have issues with your shipping address to re-deliver your package
 please confirm your address and pay the shipping cost 3,00","{'00': 2, '07': 2, '185': 2, '1aa': 2, '20': 1, '2019': 2, '2021': 2, '23': 2, '4138203': 2, '48': 2, '6bcqlauumbo': 2, '77000': 2, 'address': 6, 'admin': 1, 'arrived': 2, 'automated': 2, 'bouhdech': 1, 'castors': 1, 'cet': 2, 'check': 2, 'com': 3, 'compatible': 1, 'confirm': 2, 'cost': 2, 'cruciform': 2, 'customer': 2, 'dear': 2, 'deliver': 2, 'delivery': 2, 'des': 1, 'don': 2, 'désinscription': 1, 'désinscrire': 2, 'ec1a': 2, 'email': 3, 'en': 1, 'england': 2, 'envoyé': 2, 'farringdon': 2, 'featurelanguages': 1, 'fees': 2, 'form': 2, 'france': 1, 'fypdnwn_yoz': 2, 'group': 6, 'handling': 2, 'happen': 2, 'hours': 2, 'html': 1, 'http': 2, 'incorrect': 2, 'indésirable': 1, 'issues': 2, 'jose': 1, 'know': 2, 'kphcmykezjs7rhwe67vuqax74wikbfthg_knsq9_agku6nuzemtocf0tfjns6pw8zmppi9vcbnxyps_nrt8ox6wj5g7_iqyaxipn_fsbywbolnp7qlncbnn7p9hpag': 2, 'la': 3, 'le': 1, 'lecteur': 1, 'let': 2, 'lien': 2, 'ligne': 1, 'liste': 2, 'london': 2, 'mail': 11, 'mail_boundary': 1, 'marks': 2, 'melun': 1, 'message': 3, 'miroir': 1, 'mktla': 2, 'monkey': 1, 'note': 2, 'number': 4, 'office': 2, 'org': 1, 'package': 8, 'par': 1, 'pay': 2, 'policy': 2, 'pour': 1, 'privacy': 2, 'receiver': 2, 'redelivery': 6, 'refunded': 2, 'registered': 6, 'reply': 2, 'request': 4, 'reserved': 2, 'rights': 2, 'road': 2, 'royal': 8, 'rue': 1, 'ry350528093gb': 2, 'scheduled': 2, 'se': 2, 'sent': 2, 'shipping': 6, 'signaler': 1, 'soft': 1, 'sorry': 2, 'submit': 4, 'terms': 2, 'tk': 2, 'tracking': 2, 'trade': 2, 'useroyal': 2, 'utiliser': 1, 'version': 1, 'veuillez': 1, 'voir': 2, 'waiting': 2, 'wales': 2, 'website': 4, 'zqbn3j6bcms': 2, 'été': 2}",1
"[('monkey.org', 'customercare@teledoctors.co.in')]",Account jose@monkey.org Email Quata Limit,"{'25gb': 1, '98': 2, 'administrator': 1, 'attention': 1, 'avoid': 1, 'com': 1, 'data': 1, 'email': 3, 'exceed': 1, 'follow': 1, 'free': 1, 'jose': 2, 'limit': 1, 'loss': 1, 'mail': 1, 'microsoft': 1, 'monkey': 3, 'org': 3, 'quota': 3, 'quoter': 1, 'reached': 1, 'soon': 1, 'source': 1, 'upgrade': 1, 'url': 1, 'www': 1}",1
"[('', 'jose@monkey.org')]","( jose@monkey.org  ) - You have received 3 pdf files via WeTransfer
 from (info@aevumglobal.es)","{'2021': 1, '4e1ddb3220575cb3120210629094220': 1, 'ad91ea': 1, 'add': 1, 'aevumglobal': 1, 'appdomain': 1, 'arrive': 1, 'august': 1, 'c8807144c16d5de7fbe4780ae9f1f09420210629094236': 1, 'cf': 1, 'cloud': 1, 'com': 1, 'contacts': 1, 'document': 3, 'download': 2, 'emails': 1, 'essent': 1, 'eu': 1, 'expires': 1, 'files': 1, 'gb': 1, 'help': 1, 'https': 1, 'info': 1, 'items': 2, 'lastime': 1, 'legal': 1, 'link': 1, 'make': 1, 'mb': 4, 'noreply': 1, 'pdf': 3, 'report': 1, 'spam': 1, 'sure': 1, 'total': 1, 'transfer': 1, 'wetranecure': 1, 'wetransfer': 2}",1
"[('Files Portal - monkey.org ', 'postmaster@emailserver.email')]",You Have Recieved New Files,"{'2021': 2, '9th': 2, 'accessed': 2, 'adobe': 3, 'app': 3, 'august': 2, 'ctr': 3, 'downld': 3, 'download': 1, 'downloadthese': 1, 'expire': 2, 'file': 4, 'files': 6, 'filesportal': 1, 'hello': 2, 'html': 3, 'https': 3, 'index': 3, 'jose': 5, 'mail_boundary': 1, 'monkey': 11, 'new': 2, 'notification': 2, 'org': 11, 'portal': 4, 'shared': 2, 'thanks': 1, 'thanksfilesportal': 1, 'vent': 3, 'view': 2, 'web': 3}",1
"[('Files Portal - monkey.org ', 'postmaster@emailserver.email')]",You Have Recieved New Files,"{'10th': 2, '2021': 2, 'accessed': 2, 'adobe': 3, 'app': 3, 'august': 2, 'bin': 3, 'downld': 3, 'download': 1, 'downloadthese': 1, 'expire': 2, 'file': 4, 'files': 6, 'filesportal': 1, 'hello': 2, 'html': 3, 'https': 3, 'index': 3, 'jose': 5, 'lizt': 3, 'mail_boundary': 1, 'monkey': 11, 'new': 2, 'notification': 2, 'org': 11, 'portal': 4, 'shared': 2, 'thanks': 1, 'thanksfilesportal': 1, 'view': 2, 'web': 3}",1
"[('Microsoft 365 Message center', 'test.gaelle@gaelle-beauty.com')]",Approve sign in request,"{'app': 1, 'approve': 1, 'authenticator': 1, 'device': 1, 'having': 1, 'information': 1, 'jose': 1, 'microsoft': 1, 'mobile': 1, 'monkey': 1, 'notification': 1, 'open': 1, 'org': 1, 'request': 1, 'respond': 1, 'sent': 1, 'sign': 2, 'trouble': 1, 've': 1, 'way': 1}",1
"[('GeekBilling-TEAM-901', '6441294023@dru.ac.th')]",Payment-Confirmation; Invoice-No# 430078 387.51 USD,"{'2021': 2, '21': 2, '387': 6, '430078': 2, '51': 6, '591': 4, '877': 4, '9759': 4, 'ac': 2, 'august': 2, 'authorization': 2, 'business': 2, 'contact': 2, 'details': 2, 'directly': 1, 'directlydru': 1, 'don': 2, 'dru': 1, 'email': 2, 'geeksquad': 2, 'geektech': 4, 'help': 2, 'id': 1, 'idtajz8ops310': 1, 'invoice': 4, 'mail_boundary': 1, 'manage': 1, 'message': 2, 'method': 1, 'methodonline': 1, 'need': 2, 'online': 1, 'paid': 2, 'payment': 8, 'receipt': 1, 'receiptmanage': 1, 'regarding': 2, 'reply': 2, 'solutions': 4, 'tajz8ops310': 1, 'th': 2, 'thank': 2, 'total': 2}",1
"[('monkey.org', 'sales@hident-dental.com')]",Your E-mail Rectification Request For jose@monkey.org,"{'08': 7, '16': 2, '17': 1, '19': 2, '20': 2, '2021': 7, '2021计划': 1, '203477': 1, '20th': 1, '2322': 1, '325': 1, 'admin': 1, 'apologize': 1, 'august': 1, 'aw': 1, 'awb': 1, 'copy': 1, 'covid': 1, 'date': 1, 'delivered': 1, 'desk': 1, 'emails': 1, 'encrypted': 1, 'error': 1, 'forwarded': 1, 'freight': 1, 'friday': 1, 'fw': 1, 'fwd': 1, 'help': 1, 'inbox': 2, 'inconvenience': 1, 'invoice': 1, 'invoices': 1, 'jose': 7, 'login': 1, 'mailbox': 1, 'mails': 1, 'measures': 1, 'message': 3, 'messages': 1, 'monkey': 9, 'org': 9, 'payment': 1, 'pending': 3, 'po': 1, 'portal': 1, 'quotation': 1, 'receive': 1, 'recieve': 1, 'recipient': 1, 'release': 1, 'report': 1, 'reserved': 1, 'rights': 1, 'safety': 1, 'sea': 1, 'server': 1, 'subject': 1, 'successful': 1, 'unsubscribe': 1, 'updated': 1, 'wish': 1, '关于启动司编制20': 1}",1
"[(' monkey.org', 'email@keysolution-it.com')]",Alert: Your Password has expired,"{'2021': 3, '24': 1, '25th': 1, '26th': 1, 'august': 2, 'auto': 1, 'confirm': 2, 'continue': 1, 'dear': 1, 'email': 2, 'expire': 1, 'hours': 1, 'jose': 1, 'kindly': 1, 'login': 1, 'mailbox': 1, 'malfunction': 1, 'monitored': 1, 'monkey': 3, 'note': 1, 'org': 3, 'password': 4, 'receive': 1, 'regards': 1, 'reply': 1, 'response': 2, 'responsible': 1, 'secured': 1, 'sent': 1, 'service': 1, 'support': 3, 'thanks': 1, 'time': 1, 'using': 1, 'verification': 1, 'warning': 1}",1
"[('Order update', 'ellahaljiopf@gmail.com')]",Renewal description,"{'16': 1, '1774447': 1, '1st': 2, '2021': 1, '2021purchase': 1, '264301': 1, '48623': 2, '49465': 2, '56183': 1, '561831617744472643011': 1, '569': 5, '61yrrfgfd60': 2, '85': 7, '851569': 1, '85payment569': 1, '85subtotal569': 1, '85the': 1, '85total569': 1, 'account': 2, 'appear': 2, 'charge': 2, 'contact': 2, 'description': 1, 'descriptionunit': 1, 'did': 2, 'fappleqorderphasabeenxprocessed': 2, 'fornyour': 2, 'hello': 2, 'hours': 2, 'id': 2, 'instructions': 2, 'jkhfyhfiyguiyhoijhoihiougiyfgutdftudutr': 2, 'mail_boundary': 1, 'merchantgfyuiuhkjhkj4553523253': 2, 'notohave': 2, 'order': 2, 'payment': 1, 'pinstructionsyfor5delivery': 2, 'place': 2, 'price': 1, 'priceqtyamountvicloudy10tb': 1, 'purchase': 1, 'qty': 1, 'september': 2, 'special': 2, 'storage': 2, 'subtotal': 1, 'thejdelivery': 2, 'total': 1, 'transaction': 2, 'unit': 1, 'unsubscribe_url': 2, 'upgrade': 1, 'upgrade569': 1, 'upto': 2, 'vicloudy': 4, 'vicloudy10tb': 1, 'yourwpaymentbof1569': 2}",1
"[('Account Payable', 'admin@virginia.edu')]",Re: Outstanding invoice reminder,"{'01': 2, '05': 2, '2009': 2, '2021': 4, 'addressee': 2, 'auto': 2, 'click': 4, 'confidential': 2, 'content': 4, 'copyright': 2, 'delete': 2, 'disclaimer': 2, 'email': 4, 'encryption': 5, 'error': 2, 'expire': 2, 'generated': 2, 'gmt': 2, 'info': 2, 'intended': 2, 'mail_boundary': 1, 'message': 14, 'notifcation': 2, 'notify': 2, 'pm': 2, 'proofpoint': 5, 'protection': 2, 'read': 4, 'received': 2, 'reply': 2, 'reserved': 2, 'rights': 2, 'secure': 4, 'secured': 2, 'securely': 2, 'security': 2, 'sender': 4, 'sent': 2, 'september': 2, 'simply': 2, 'solely': 2, 'technology': 2, 'use': 2, 'using': 2, 'view': 2}",1
"[('Account Payable', 'admin@virginia.edu')]",Re: Outstanding invoice reminder,"{'01': 2, '05': 2, '2009': 2, '2021': 4, 'addressee': 2, 'auto': 2, 'click': 4, 'confidential': 2, 'content': 4, 'copyright': 2, 'delete': 2, 'disclaimer': 2, 'email': 4, 'encryption': 5, 'error': 2, 'expire': 2, 'generated': 2, 'gmt': 2, 'info': 2, 'intended': 2, 'mail_boundary': 1, 'message': 14, 'notifcation': 2, 'notify': 2, 'pm': 2, 'proofpoint': 5, 'protection': 2, 'read': 4, 'received': 2, 'reply': 2, 'reserved': 2, 'rights': 2, 'secure': 4, 'secured': 2, 'securely': 2, 'security': 2, 'sender': 4, 'sent': 2, 'september': 2, 'simply': 2, 'solely': 2, 'technology': 2, 'use': 2, 'using': 2, 'view': 2}",1
